incident_id,opened_at,resolved_at,short_description,category,priority,assignment_group,state,reopen_count
INC0898,2025-10-23 19:57,2025-10-25 15:57,Printer paper jam recurring,Hardware,3-Moderate,Desktop Support,Closed,0
INC0899,2025-11-16 11:10,2025-11-18 19:03,Monitor flickering intermittently,Hardware,3-Moderate,Service Desk - Tier 1,Closed,0
INC0900,2026-04-10 12:08,2026-04-11 15:07,Teams audio not working in meetings,Software,3-Moderate,Application Support - CRM,Closed,0
INC0901,2026-03-04 18:26,2026-03-05 10:43,Firewall blocking required application port,Network,2-High,Network Operations,Closed,0
INC0902,2025-12-23 10:32,2025-12-23 22:49,Chrome browser freezing on launch,Software,3-Moderate,Network Operations,Closed,0
INC0903,2025-11-22 3:07,2025-11-22 7:35,Tablespace reaching capacity threshold,Database,1-Critical,Cloud Infrastructure,Closed,1
INC0904,2026-02-08 16:58,,Load balancer reporting unhealthy nodes,Network,4-Low,Windows Server Team,On Hold,0
INC0905,2026-02-09 4:50,2026-02-10 0:46,Antivirus blocking legitimate application,Software,2-High,Windows Server Team,Closed,2
INC0906,2025-12-03 18:41,2025-12-04 3:55,Production DB replication lag exceeding SLA,Database,1-Critical,Database Administration,Closed,1
INC0907,2025-11-14 12:38,2025-11-24 6:30,Failover cluster node not rejoining,Database,3-Moderate,Application Support - ERP,Closed,1
INC0908,2026-03-09 21:07,2026-03-13 15:50,Excel file corrupted on save,Software,4-Low,Application Support - CRM,Resolved,0
INC0909,2026-03-21 9:55,,Intermittent packet loss to data center,Network,4-Low,Cloud Infrastructure,On Hold,0
INC0910,2025-10-24 19:44,2025-10-25 6:57,Adobe Acrobat license expired error,Software,2-High,Storage & Backup,Resolved,0
INC0911,2026-01-23 17:03,2026-01-23 20:51,Headset microphone not working,Hardware,1-Critical,Storage & Backup,Closed,1
INC0912,2026-01-22 16:25,2026-01-30 0:45,Database backup job failed overnight,Database,3-Moderate,Linux Server Team,Closed,0
INC0913,2026-01-16 20:17,2026-01-20 0:31,Chrome browser freezing on launch,Software,4-Low,Windows Server Team,Closed,0
INC0914,2026-03-09 11:37,2026-03-06 19:09,Guest WiFi authentication failing,Network,4-Low,Security Operations,Closed,0
INC0915,2025-12-13 12:36,2025-12-15 7:41,Keyboard keys unresponsive,Hardware,4-Low,Linux Server Team,Closed,1
INC0916,2026-01-21 6:53,2026-01-23 3:07,Monitor flickering intermittently,Hardware,3-Moderate,Desktop Support,Closed,0
INC0917,2026-03-24 21:46,2026-03-29 9:59,Cannot reach internal SharePoint site,Network,4-Low,Security Operations,Resolved,0
INC0918,2026-01-04 9:42,2026-01-05 2:42,Chrome browser freezing on launch,Software,3-Moderate,Application Support - ERP,Closed,0
INC0919,2025-12-30 17:08,2026-01-01 18:12,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Service Desk - Tier 1,Closed,1
INC0920,2026-01-14 23:54,,Failover cluster node not rejoining,Database,3-Moderate,Application Support - CRM,On Hold,0
INC0921,2026-04-01 21:25,2026-04-03 14:15,Cannot reach internal SharePoint site,Network,3-Moderate,Service Desk - Tier 1,Closed,0
INC0922,2026-02-09 5:21,2026-02-09 15:31,Outlook crashing on startup,Software,3-Moderate,Desktop Support,Closed,0
INC0923,2025-12-21 5:20,,VPN tunnel dropping every 15 minutes,Network,2-High,Network Operations,On Hold,0
INC0924,2026-03-06 14:35,2026-03-09 3:58,Hard drive making clicking noise,Hardware,3-Moderate,Application Support - ERP,Resolved,0
INC0925,2026-04-15 16:20,2026-04-17 18:11,Headset microphone not working,Hardware,4-Low,Service Desk - Tier 1,Resolved,0
INC0926,2025-11-30 6:54,,Network printer unreachable from VLAN,Network,4-Low,Cloud Infrastructure,On Hold,0
INC0927,2026-03-25 17:00,2026-03-25 1:08,VPN tunnel dropping every 15 minutes,Network,1-Critical,Network Operations,Closed,0
INC0928,2025-11-21 16:20,2025-11-23 0:17,SAP GUI timeout errors,Software,3-Moderate,Application Support - CRM,Resolved,0
INC0929,2026-03-08 21:14,2026-03-10 6:02,Windows update failing repeatedly,Software,3-Moderate,Cloud Infrastructure,Resolved,1
INC0930,2026-03-01 19:51,2026-03-06 17:31,Failover cluster node not rejoining,Database,3-Moderate,Application Support - ERP,Closed,0
INC0931,2025-11-28 6:00,2025-11-30 7:21,Tablespace reaching capacity threshold,Database,3-Moderate,Database Administration,Closed,1
INC0932,2026-01-08 1:49,2026-01-09 9:45,Monitor flickering intermittently,Hardware,4-Low,Cloud Infrastructure,Closed,0
INC0933,2026-03-05 0:23,2026-03-05 14:06,Docking station not detecting external display,Hardware,2-High,Network Operations,Closed,0
INC0934,2026-01-03 3:29,2026-01-08 0:46,Keyboard keys unresponsive,Hardware,4-Low,End User Computing,Closed,0
INC0935,2026-03-09 3:29,2026-03-10 14:12,Tablespace reaching capacity threshold,Database,2-High,Service Desk - Tier 1,Closed,1
INC0936,2025-12-10 17:55,2025-12-14 21:45,Slow query performance on reporting DB,Database,4-Low,Service Desk - Tier 1,Resolved,0
INC0937,2026-03-15 4:29,2026-03-16 22:44,Laptop battery draining rapidly,Hardware,3-Moderate,Network Operations,Closed,0
INC0938,2026-04-02 20:59,2026-04-06 6:13,Connection pool exhaustion alerts,Database,2-High,End User Computing,Resolved,0
INC0939,2026-02-23 9:25,2026-02-28 4:39,Monitor flickering intermittently,Hardware,4-Low,End User Computing,Closed,0
INC0940,2026-02-19 6:49,,Mouse cursor freezing,Hardware,3-Moderate,Application Support - CRM,On Hold,0
INC0941,2026-01-15 14:18,2026-01-16 10:11,Webcam not recognized by system,Hardware,3-Moderate,End User Computing,Resolved,0
INC0942,2025-11-16 22:45,2025-11-17 1:40,DNS resolution failures on finance subnet,NW,1-Critical,Service Desk - Tier 1,Closed,0
INC0943,2026-01-20 4:45,2026-01-21 9:47,Laptop will not power on,Hardware,3-Moderate,Desktop Support,Resolved,0
INC0944,2026-02-03 2:25,2026-02-09 8:59,Index corruption detected on customer table,Database,4-Low,Application Support - ERP,Closed,0
INC0945,2026-03-17 13:14,2026-03-17 23:08,Adobe Acrobat license expired error,Software,3-Moderate,Application Support - CRM,Closed,0
INC0946,2025-12-07 7:52,2025-12-07 22:37,Webcam not recognized by system,Hardware,2-High,Desktop Support,Resolved,3
INC0947,2026-03-14 8:50,2026-03-14 23:50,Cannot reach internal SharePoint site,Network,2-High,Network Operations,Resolved,0
INC0948,2026-02-23 6:57,2026-02-24 16:03,Laptop battery draining rapidly,Hardware,3-Moderate,Desktop Support,Resolved,1
INC0949,2026-02-03 4:24,2026-02-03 23:39,Antivirus blocking legitimate application,Software,2-High,Windows Server Team,Closed,2
INC0950,2026-02-18 3:26,2026-02-19 10:35,Deadlock errors on orders table,Database,1-Critical,Database Administration,Closed,0
INC0951,2026-03-25 3:06,2026-03-25 8:41,Hard drive making clicking noise,Hardware,1-Critical,Security Operations,Resolved,0
INC0952,2025-12-18 15:23,2026-01-01 23:16,Deadlock errors on orders table,Database,4-Low,Cloud Infrastructure,Closed,2
INC0953,2026-04-17 5:40,,Keyboard keys unresponsive,Hardware,4-Low,Desktop Support,On Hold,0
INC0954,2026-01-31 16:17,2026-02-01 4:47,Mouse cursor freezing,HW,3-Moderate,Service Desk - Tier 1,Closed,0
INC0955,2026-03-29 8:37,2026-03-31 19:30,Mouse cursor freezing,Hardware,4-Low,Linux Server Team,Closed,0
INC0956,2026-02-12 8:07,2026-02-14 23:45,Printer paper jam recurring,Hardware,4-Low,Storage & Backup,Resolved,0
INC0957,2026-03-09 10:33,2026-03-10 11:12,Laptop battery draining rapidly,Hardware,3-Moderate,Security Operations,Closed,0
INC0958,2025-12-04 16:02,2025-12-05 7:18,Headset microphone not working,Hardware,2-High,Linux Server Team,Closed,0
INC0959,2025-11-16 17:06,2025-11-17 23:28,Tablespace reaching capacity threshold,Database,2-High,Database Administration,Resolved,0
INC0960,2026-01-09 13:22,,Firewall blocking required application port,Network,3-Moderate,Application Support - CRM,On Hold,0
INC0961,2026-02-01 8:55,2026-02-02 23:59,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Network Operations,Closed,0
INC0962,2025-12-15 19:02,2025-12-16 10:41,Headset microphone not working,Hardware,3-Moderate,End User Computing,Closed,1
INC0963,2026-02-21 9:14,2026-02-21 21:32,PowerBI report failing to refresh,Software,3-Moderate,Security Operations,Closed,2
INC0964,2026-03-26 13:32,2026-03-28 15:11,Laptop battery draining rapidly,Hardware,3-Moderate,Desktop Support,Closed,2
INC0965,2026-04-02 1:18,2026-04-02 23:25,DNS resolution failures on finance subnet,Network,2-High,Application Support - ERP,Closed,0
INC0966,2026-03-25 3:44,2026-03-29 22:42,Deadlock errors on orders table,Database,4-Low,Application Support - CRM,Closed,0
INC0967,2026-04-12 21:28,2026-04-16 10:25,Laptop will not power on,Hardware,4-Low,Desktop Support,Closed,0
INC0968,2026-01-30 14:20,2026-01-31 7:15,Load balancer reporting unhealthy nodes,Network,2-High,Database Administration,Closed,0
INC0969,2025-12-23 17:36,2025-12-25 10:46,Docking station not detecting external display,Hardware,4-Low,Service Desk - Tier 1,Closed,1
INC0970,2026-03-22 23:25,2026-03-24 3:05,Firewall blocking required application port,Network,3-Moderate,Desktop Support,Closed,0
INC0971,2026-03-20 13:40,2026-03-20 21:06,PowerBI report failing to refresh,Software,2-High,End User Computing,Closed,0
INC0972,2026-01-22 9:35,,Tablespace reaching capacity threshold,Database,2-High,Database Administration,On Hold,0
INC0973,2026-02-09 3:06,2026-02-11 11:53,Intermittent packet loss to data center,Network,3-Moderate,Windows Server Team,Closed,0
INC0974,2025-12-02 6:11,2025-12-03 6:19,Scheduled maintenance plan did not run,Database,1-Critical,Application Support - ERP,Resolved,0
INC0975,2025-11-06 4:51,2025-11-07 19:33,Outlook crashing on startup,Software,3-Moderate,Cloud Infrastructure,Closed,0
INC0976,2025-11-03 6:26,2025-11-17 13:36,Database backup job failed overnight,Database,4-Low,Storage & Backup,Resolved,0
INC0977,2026-02-11 5:26,2026-02-28 15:07,Scheduled maintenance plan did not run,Database,4-Low,Cloud Infrastructure,Resolved,0
INC0978,2026-03-09 21:22,2026-03-10 3:33,Chrome browser freezing on launch,Software,1-Critical,Desktop Support,Resolved,0
INC0979,2025-12-12 1:08,,Tablespace reaching capacity threshold,Database,2-High,Application Support - CRM,On Hold,2
INC0980,2026-01-25 4:35,2026-01-25 16:26,Antivirus blocking legitimate application,Software,3-Moderate,Application Support - ERP,Closed,0
INC0981,2026-02-22 22:23,2026-02-23 12:17,VPN tunnel dropping every 15 minutes,Network,3-Moderate,Cloud Infrastructure,Resolved,1
INC0982,2025-11-28 19:36,2025-11-30 7:10,Keyboard keys unresponsive,Hardware,3-Moderate,Linux Server Team,Resolved,0
INC0983,2026-01-14 17:07,2026-01-18 4:59,Unable to connect to corporate WiFi,Network,4-Low,Network Operations,Resolved,0
INC0984,2026-02-03 2:59,2026-02-05 12:16,Network printer unreachable from VLAN,Network,3-Moderate,Network Operations,Resolved,0
INC0985,2026-04-04 18:34,2026-04-05 1:07,Chrome browser freezing on launch,Software,2-High,Windows Server Team,Closed,0
INC0986,2025-12-03 22:23,,Adobe Acrobat license expired error,Software,2-High,Service Desk - Tier 1,On Hold,1
INC0987,2026-04-09 4:59,2026-04-20 18:00,Slow query performance on reporting DB,Database,4-Low,Application Support - CRM,Closed,0
INC0988,2025-11-23 9:05,2025-11-25 0:23,Adobe Acrobat license expired error,Software,3-Moderate,Application Support - ERP,Closed,0
INC0989,2025-11-13 11:55,2025-11-14 20:14,Monitor flickering intermittently,Hardware,3-Moderate,Desktop Support,Closed,2
INC0990,2026-03-07 21:53,2026-03-10 19:08,Docking station not detecting external display,Hardware,4-Low,Security Operations,Closed,1
INC0991,2025-11-16 14:16,2025-11-16 21:05,Printer paper jam recurring,Hardware,2-High,End User Computing,Resolved,0
INC0992,2025-11-25 15:52,2025-11-29 21:39,Slow network performance in HQ floor 3,Network,4-Low,Cloud Infrastructure,Closed,0
INC0993,2025-12-13 5:50,,Antivirus blocking legitimate application,Software,3-Moderate,Application Support - ERP,On Hold,0
INC0994,2026-04-18 3:34,,Guest WiFi authentication failing,network,1-Critical,Service Desk - Tier 1,On Hold,0
INC0995,2025-11-09 15:19,,Windows update failing repeatedly,Software,1-Critical,End User Computing,On Hold,0
INC0996,2026-01-16 6:29,,Database backup job failed overnight,Database,3-Moderate,Security Operations,On Hold,1
INC0997,2025-11-16 15:26,,Hard drive making clicking noise,Hardware,3-Moderate,Cloud Infrastructure,On Hold,0
INC0998,2025-11-29 20:45,,Keyboard keys unresponsive,Hardware,3-Moderate,Desktop Support,On Hold,0
INC0999,2026-01-09 4:01,2026-01-09 20:19,Teams audio not working in meetings,Software,2-High,Application Support - ERP,Closed,2
INC1000,2026-02-28 3:25,2026-02-28 22:09,Unable to connect to corporate WiFi,Network,2-High,Cloud Infrastructure,Closed,2
